ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
43-9286751,Ginevra,Marketing,CA,4907-5544-6674-1136,308,2024-10,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,MQGM8582665,5907.6,0.01,59.076,0,5966.686,AUD,No,537,Poor,NoChange,29/03/2022,1:13 PM
95-7926594,Alvinia,Research and Development,TX,9479-0649-7568-9908,671,2024-11,SSL,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,VOZO5018604,3906.2,0.02,78.124,0,3984.344,AUD,Yes,505,Poor,Increased,25/12/2021,7:44 PM
90-3339424,Correy,Human Resources,AL,0857-6997-5707-8522,607,2024-03,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,COLJ6001276,1194.8,0.02,23.896,0,1218.716,AUD,Yes,532,Poor,Increased,6/08/2021,2:03 AM
80-0755795,Kayley,Support,WA,5293-4095-9851-9775,259,2024-10,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,BLEO5788116,5855.9,0.02,117.118,0,5973.038,AUD,Yes,677,Good,NoChange,26/07/2021,4:50 AM
51-4771106,Heather,Support,CA,6843-0717-6610-9814,555,2024-11,REC,MC,BRANCH_PAYMENT,Pending,BranchPayment,NZDS3644924,4201.6,0.01,42.016,0,4243.626,AUD,Yes,433,Poor,Decreased,13/01/2021,11:21 AM
97-2570520,Dannie,Human Resources,PA,7861-9850-3371-9132,635,2024-10,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,RXHX1554094,4987.5,0.005,24.9375,0,5012.4425,AUD,No,350,Poor,Decreased,1/04/2021,10:51 AM
07-3208399,Hiram,Training,FL,0781-1955-4929-0342,654,2024-08,SSL,EFT,BRANCH_PAYMENT,Pending,BranchPayment,MWQG5831329,810.6,0.005,4.053,0,814.658,AUD,No,588,Fair,Decreased,24/03/2022,3:51 PM
78-0451616,Marcos,Product Management,CA,9297-6292-1989-8728,649,2024-02,REC,VI,AUSTRALIA_POST,Declined,AustraliaPost,TGSI7314636,5161.6,0.01,51.616,0,5213.226,AUD,Yes,528,Poor,Increased,28/07/2021,1:24 PM
20-1324145,Cecilla,Business Development,CT,1932-3829-6408-7078,491,2024-07,MTO,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,DOHF7438691,8022.7,0.02,160.454,0,8183.174,AUD,No,710,Good,NoChange,31/01/2022,4:00 AM
59-3686151,Daisey,Training,NY,1386-6805-3802-2831,655,2024-08,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,YUKH5576144,1043,0.02,20.86,0,1063.88,AUD,No,372,Poor,NoChange,12/11/2020,11:13 AM
85-3796170,Haydon,Marketing,AK,6917-3197-1030-9196,819,2024-05,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,SDOV4539946,3723.9,0.01,37.239,0,3761.149,AUD,Yes,458,Poor,Decreased,5/10/2020,1:49 AM
72-6682458,Bengt,Research and Development,KS,8489-1906-2767-2730,679,2024-05,REC,VI,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,KMZJ3595569,4307.1,0.01,43.071,0,4350.181,AUD,No,406,Poor,Decreased,12/10/2021,1:58 PM
83-1394198,Roderic,Business Development,CT,6227-2531-3853-8999,919,2024-08,SSL,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,LUVW5737300,8479.1,0.01,84.791,0,8563.901,AUD,No,336,Poor,NoChange,28/11/2020,2:15 PM
40-9124281,Vincenty,Human Resources,TX,0111-4433-7860-6738,848,2024-05,SSL,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,EAIP0140279,6063.6,0.01,60.636,0,6124.246,AUD,Yes,644,Fair,Increased,1/04/2021,2:06 PM
51-9166191,Rafaela,Research and Development,TX,9057-2091-0434-4687,657,2024-06,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,EXGM9804600,3022.5,0.005,15.1125,0,3037.6175,AUD,No,326,Poor,Increased,26/07/2021,2:32 AM
49-9564287,Rick,Legal,FL,5754-3297-0169-7590,477,2024-02,REC,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,BBWG5620135,5438.4,0.005,27.192,0,5465.597,AUD,Yes,672,Good,Decreased,9/08/2021,9:11 PM
90-5861254,Joshia,Marketing,NY,7469-8441-1065-2794,302,2024-06,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,DYXL0927709,4617.2,0.005,23.086,0,4640.291,AUD,No,510,Poor,Increased,26/02/2021,5:28 PM
25-9587969,Hinze,Research and Development,UT,3970-8617-5737-7616,998,2024-06,REC,EFT,BRANCH_PAYMENT,Declined,BranchPayment,XLOB4519143,4826.9,0.005,24.1345,0,4851.0395,AUD,Yes,520,Poor,Decreased,28/04/2021,10:26 PM
30-5715674,Matias,Sales,WA,0461-0765-6752-5779,79,2024-08,MTO,EFT,BPAY,Pending,BPay,KBXN3542267,2266.9,0.005,11.3345,0,2278.2395,AUD,No,500,Poor,Decreased,17/09/2020,4:38 PM
99-2814960,Athena,Engineering,TX,1679-4313-0202-9690,180,2024-10,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,GHHE9528368,8533.7,0.01,85.337,0,8619.047,AUD,Yes,406,Poor,Decreased,12/01/2021,1:17 PM
36-7843517,Freeland,Product Management,NY,0027-7509-4702-7257,289,2024-02,SSL,MC,AUSTRALIA_POST,Approved,AustraliaPost,GILW0265211,5164.5,0.01,51.645,0,5216.155,AUD,No,359,Poor,Decreased,30/05/2022,3:39 AM
19-6716869,Gertruda,Business Development,GA,6031-5958-8225-3755,152,2024-11,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,VKJZ3406306,4945.7,0.005,24.7285,0,4970.4335,AUD,No,406,Poor,NoChange,26/04/2022,10:57 PM
26-8348347,Sidnee,Engineering,FL,9014-5616-8980-8772,863,2024-03,MTO,MC,BPAY,Approved,BPay,GZPU6874998,1537.3,0.01,15.373,0,1552.683,AUD,No,612,Fair,Increased,23/10/2021,5:38 PM
02-7566984,Loutitia,Services,KS,3281-6208-9485-4393,495,2024-04,SSL,VI,AUSTRALIA_POST,Pending,AustraliaPost,HAKM5589448,8340.2,0.01,83.402,0,8423.612,AUD,No,513,Poor,NoChange,31/03/2021,2:16 PM
59-3353738,Rheba,Business Development,CO,9625-1092-5982-0597,430,2024-06,MTO,MC,BPAY,Pending,BPay,ZWQR2253777,8113.2,0.01,81.132,0,8194.342,AUD,No,579,No Data,NoChange,1/04/2021,7:10 PM
70-4461223,Brigid,Sales,MO,1218-3507-4801-3571,702,2024-10,SSL,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,WVMJ8154824,5014,0.01,50.14,0,5064.15,AUD,Yes,633,Fair,Decreased,9/11/2020,6:09 AM
68-5627501,Chlo,Marketing,NC,0375-6865-7419-7782,594,2024-09,SSL,EFT,BPAY,Approved,BPay,XGFV0397359,6236.6,0.005,31.183,0,6267.788,AUD,No,534,Poor,NoChange,30/09/2021,3:21 AM
89-0677049,Gib,Business Development,WA,7053-9245-3928-4127,503,2024-09,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,CVQC1544708,2814.1,0.02,56.282,0,2870.402,AUD,Yes,496,Poor,Decreased,24/12/2021,3:40 PM
89-6384594,Vicky,Product Management,AL,2329-6767-2269-6119,363,2024-06,MTO,VI,BPAY,Approved,BPay,AUAW6937113,7239.1,0.01,72.391,0,7311.501,AUD,No,545,Poor,Decreased,13/01/2022,7:06 PM
85-1105747,Olive,Research and Development,TX,8984-7522-9346-8456,660,2024-05,MTO,MC,BPAY,Approved,BPay,OMAY8729155,4638.5,0.01,46.385,0,4684.895,AUD,Yes,347,Poor,Increased,1/08/2021,10:19 AM
52-2854878,Ceciley,Legal,NV,7791-4894-9245-2736,643,2024-01,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,NVFP6959646,1337.7,0.02,26.754,0,1364.474,AUD,Yes,642,Fair,Decreased,5/01/2022,1:42 AM
08-7517144,Libbey,Services,CA,8086-7310-0460-2945,707,2024-05,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,RHYL5270496,1121.6,0.01,11.216,0,1132.826,AUD,Yes,330,Poor,Decreased,16/11/2020,3:53 PM
82-2291481,Ealasaid,Services,CO,6337-1060-2556-1541,990,2024-07,SSL,VI,BRANCH_PAYMENT,Declined,BranchPayment,HORM2057531,6212.5,0.01,62.125,0,6274.635,AUD,Yes,535,Poor,Increased,25/03/2022,12:00 PM
63-0531446,Emera,Research and Development,TX,6601-0554-9992-6923,225,2024-08,SSL,AX,AUSTRALIA_POST,Approved,AustraliaPost,BNQK8571152,4019.4,0.02,80.388,0,4099.808,AUD,Yes,737,Good,Decreased,26/07/2020,10:06 AM
44-3441106,Silva,Legal,OH,0576-8785-1197-4732,208,2024-11,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,WBZC6390393,6238.7,0.005,31.1935,0,6269.8985,AUD,Yes,515,Poor,NoChange,19/06/2020,11:36 PM
19-0656351,Derrick,Sales,TX,3879-7434-6900-0255,755,2024-09,REC,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,PVIW1286668,8066.7,0.02,161.334,0,8228.054,AUD,No,452,Poor,Decreased,14/07/2021,10:58 PM
50-1335839,Pearle,Services,FL,2795-9144-7998-7579,236,2024-01,MTO,MC,BPAY,Pending,BPay,COZX3202982,3998.3,0.01,39.983,0,4038.293,AUD,No,554,Poor,Decreased,18/06/2020,11:18 AM
03-5197888,Joye,Engineering,WA,6454-7830-6025-5278,77,2024-08,REC,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,HOHE4627206,5746.9,0.01,57.469,172.407,5976.786,AUD,No,562,Poor,NoChange,28/03/2022,10:51 AM
42-5096917,Jere,Human Resources,NY,9199-8506-1092-4495,492,2024-11,MTO,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,XCYB4875000,3040.2,0.005,15.201,91.206,3146.612,AUD,No,354,Poor,NoChange,12/08/2020,8:49 PM
31-0379309,Nigel,Support,TX,8143-3403-8838-3916,731,2024-10,MTO,EFT,BPAY,Approved,BPay,NCWA9914883,5307.8,0.005,26.539,159.234,5493.578,AUD,No,558,Poor,NoChange,29/06/2020,10:53 PM
04-3464195,Rickert,Training,CA,6778-3680-8347-5732,179,2024-10,REC,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,INHJ3569946,7014.9,0.01,70.149,210.447,7295.506,AUD,No,659,Fair,Decreased,9/09/2020,9:58 PM
62-6484020,Debora,Business Development,FL,1974-6624-1384-1267,851,2024-11,REC,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,QFQN6851132,4328.4,0.01,43.284,129.852,4501.546,AUD,No,733,Good,Increased,19/06/2021,10:42 PM
21-5534448,Purcell,Human Resources,NY,2894-1414-6328-2746,157,2024-11,REC,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,GXPX1209324,7055.1,0.02,141.102,211.653,7407.875,AUD,No,447,Poor,NoChange,27/06/2021,7:03 AM
67-7280827,Dierdre,Marketing,MN,5178-7798-1924-3769,717,2024-07,REC,AX,BRANCH_PAYMENT,Approved,BranchPayment,TGNZ8603130,3651.2,0.02,73.024,109.536,3833.78,AUD,Yes,319,Poor,Decreased,20/06/2020,7:46 PM
25-7745084,Dun,Research and Development,MO,5318-0080-1328-4548,836,2024-10,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,DTBU0561994,6899,0.01,68.99,206.97,7174.97,AUD,No,535,Poor,NoChange,23/02/2021,12:42 AM
31-0930550,Delcine,Business Development,FL,2259-4844-9397-3580,10,2024-06,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,XUOY3326787,7797.7,0.005,38.9885,233.931,8070.6245,AUD,Yes,610,Fair,Increased,30/05/2022,1:50 PM
43-4637696,Martie,Research and Development,TX,2915-2321-9867-3595,177,2024-06,REC,AX,AUSTRALIA_POST,Declined,AustraliaPost,ALYF3406573,1586.8,0.02,31.736,47.604,1666.16,AUD,No,342,Poor,NoChange,2/09/2021,6:06 PM
97-9980212,Weber,Research and Development,TN,9166-7327-7253-2855,652,2024-01,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,XIJZ4386955,395.1,0.005,1.9755,0,397.0805,AUD,No,308,Poor,NoChange,28/08/2020,10:15 AM
76-4589838,Bartie,Accounting,SC,6891-5619-4272-3898,516,2024-01,SSL,AX,BRANCH_PAYMENT,Approved,BranchPayment,TDVX7926636,3339.9,0.02,66.798,0,3406.718,AUD,Yes,596,Fair,NoChange,20/05/2022,5:51 AM
00-6388720,Jodi,Business Development,NM,1912-6728-1526-2301,586,2024-10,REC,AX,BRANCH_PAYMENT,Pending,BranchPayment,XNPE6379713,5738.6,0.02,114.772,0,5853.392,AUD,Yes,567,Poor,Decreased,9/06/2020,7:16 PM
74-0392914,Dorie,Human Resources,TX,0648-7665-8299-4372,170,2024-04,REC,VI,BRANCH_PAYMENT,Declined,BranchPayment,LFGV4741703,8196.2,0.01,81.962,0,8278.172,AUD,No,541,Poor,NoChange,15/05/2021,3:21 AM
45-9537750,Sisely,Services,KY,3702-6986-3806-7268,833,2024-10,REC,EFT,BPAY,Declined,BPay,KSVZ9797559,186.3,0.005,0.9315,0,187.2365,AUD,No,419,Poor,Decreased,23/12/2021,6:49 PM
90-0686825,Dot,Training,AK,3660-9010-2523-4679,745,2024-06,REC,AX,AUSTRALIA_POST,Approved,AustraliaPost,VLZN7017519,2052.3,0.02,41.046,0,2093.366,AUD,No,584,Fair,Decreased,2/02/2021,10:50 AM
82-2404704,Denny,Services,WI,6026-3519-5748-6815,314,2024-07,MTO,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,WKZW0419126,1107.4,0.01,11.074,0,1118.484,AUD,Yes,677,Good,Increased,15/01/2021,9:13 PM
06-7474907,Dulcinea,Product Management,GA,9469-0329-8032-2313,255,2024-04,MTO,VI,AUSTRALIA_POST,Declined,AustraliaPost,ZTYQ7168819,2789.1,0.01,27.891,0,2817.001,AUD,No,739,No Data,Increased,14/03/2021,10:59 PM
36-3471845,Gayle,Marketing,DC,0200-2451-5464-4658,430,2024-06,SSL,EFT,AUSTRALIA_POST,Declined,AustraliaPost,SDMX8747971,3103.6,0.005,15.518,0,3119.123,AUD,Yes,506,Poor,Decreased,16/05/2022,4:13 AM
38-2393863,Callean,Sales,VA,2812-5174-7516-7190,912,2024-10,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,WCKR1443595,3782.3,0.01,37.823,0,3820.133,AUD,No,549,Poor,Increased,14/07/2021,6:52 AM
06-2434750,Quint,Human Resources,DE,8592-0264-1928-1005,550,2024-10,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,IDCE6615631,6610.2,0.005,33.051,0,6643.256,AUD,Yes,685,Good,NoChange,2/07/2021,1:49 AM
83-6268727,Franky,Human Resources,CA,8184-8303-2430-7556,295,2024-03,REC,VI,BRANCH_PAYMENT,Approved,BranchPayment,PEQP5984731,8270.6,0.01,82.706,0,8353.316,AUD,Yes,725,Good,NoChange,5/12/2020,10:17 PM
79-6722657,Cos,Services,NC,5272-7351-2423-3433,904,2024-02,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,IZEB0083785,8973.5,0.005,44.8675,0,9018.3725,AUD,No,335,Poor,Increased,20/06/2021,2:17 PM
94-9860834,Caterina,Services,GA,2997-1281-7308-1728,526,2024-02,MTO,EFT,AUSTRALIA_POST,Declined,AustraliaPost,TDNV0608430,5193.4,0.005,25.967,0,5219.372,AUD,Yes,392,Poor,NoChange,18/03/2021,12:31 AM
57-5974834,Sollie,Accounting,MO,4148-0052-1668-2151,501,2024-01,REC,EFT,AUSTRALIA_POST,Pending,AustraliaPost,NGXW9255200,5581.1,0.005,27.9055,0,5609.0105,AUD,No,337,Poor,NoChange,15/04/2021,2:34 AM
31-5911884,Ced,Sales,IA,6143-9487-4319-0273,767,2024-11,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,AYVH3116059,4576.8,0.005,22.884,0,4599.689,AUD,No,700,Good,Increased,21/04/2021,7:20 PM
95-1701681,Somerset,Legal,FL,3490-9569-7548-2341,670,2024-06,MTO,EFT,AUSTRALIA_POST,Declined,AustraliaPost,QCPZ6891454,4861,0.005,24.305,0,4885.31,AUD,Yes,441,Poor,Decreased,5/01/2022,4:38 AM
46-1950859,Aubine,Research and Development,NJ,3398-9981-3921-2108,520,2024-08,MTO,EFT,BRANCH_PAYMENT,Pending,BranchPayment,XYYY3558684,4987.4,0.005,24.937,0,5012.342,AUD,No,679,Good,Increased,30/03/2022,3:00 PM
51-8181404,Davie,Services,GA,1494-6091-3767-0883,567,2024-03,SSL,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,TKXA6758700,2788.8,0.01,27.888,0,2816.698,AUD,Yes,733,Good,Decreased,6/06/2020,2:15 PM
52-1156211,Susann,Human Resources,CO,0440-4127-3183-9435,497,2024-01,MTO,MC,BPAY,Declined,BPay,KEGI5483558,5956.3,0.01,59.563,0,6015.873,AUD,No,646,Fair,Increased,15/12/2020,5:28 AM
28-1723150,Lindon,Business Development,CA,0672-0271-2198-2052,468,2024-01,REC,VI,AUSTRALIA_POST,Approved,AustraliaPost,WFZC4646917,2889.4,0.01,28.894,0,2918.304,AUD,Yes,566,Poor,NoChange,18/08/2020,8:17 PM
40-7425094,Kissie,Engineering,FL,7933-9136-8726-6635,872,2024-06,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,VIGL6447531,6408.2,0.02,128.164,0,6536.384,AUD,Yes,376,Poor,Increased,8/02/2021,8:55 AM
10-0968780,Patrice,Sales,WV,6774-0621-8801-8525,657,2024-03,REC,EFT,BRANCH_PAYMENT,Pending,BranchPayment,LMGO4681998,5682.6,0.005,28.413,0,5711.018,AUD,No,310,Poor,Increased,15/04/2022,5:18 AM
38-4184215,Jori,Marketing,MO,4335-7747-0175-1620,909,2024-03,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,UKMN0594672,1573.4,0.01,15.734,0,1589.144,AUD,Yes,707,Good,Decreased,22/11/2020,12:57 AM
02-3849405,Nikolaos,Marketing,CO,2451-7012-1124-2836,928,2024-10,REC,EFT,BRANCH_PAYMENT,Approved,BranchPayment,KXUZ1152658,2856.5,0.005,14.2825,0,2870.7875,AUD,No,467,Poor,Increased,5/10/2020,6:19 PM
85-1364201,Yehudit,Marketing,AZ,5252-2503-3548-7059,509,2024-07,MTO,MC,AUSTRALIA_POST,Approved,AustraliaPost,PFSF3606364,8485,0.01,84.85,0,8569.86,AUD,No,713,Good,Decreased,13/09/2021,5:11 PM
30-5208766,Kayla,Services,KS,4325-0454-3847-5314,957,2024-11,SSL,EFT,BRANCH_PAYMENT,Approved,BranchPayment,NLHW8208133,3261.3,0.005,16.3065,0,3277.6115,AUD,No,344,Poor,Decreased,10/09/2020,1:59 PM
16-4607157,Pepe,Support,HI,1649-6022-0451-1255,15,2024-04,SSL,EFT,BPAY,Declined,BPay,XABP0136220,1504.5,0.005,7.5225,0,1512.0275,AUD,No,635,Fair,Decreased,10/07/2020,3:41 AM
50-0864867,Scot,Engineering,FL,9280-4134-5076-3392,548,2024-04,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,ADGV7662552,1325,0.005,6.625,0,1331.63,AUD,No,573,Poor,Decreased,8/12/2020,10:47 PM
76-6283287,Licha,Human Resources,OH,8960-9043-0063-0599,322,2024-05,REC,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,FRDO5973509,6474.5,0.01,64.745,0,6539.255,AUD,No,477,Poor,NoChange,29/04/2021,2:24 PM
73-9366642,Eada,Business Development,FL,0617-9781-7292-5737,575,2024-10,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,HDSS4655421,449.2,0.02,8.984,0,458.204,AUD,Yes,414,Poor,Increased,10/10/2021,6:44 PM
08-9552478,Minnnie,Support,TX,9914-8815-7410-9669,311,2024-09,REC,EFT,AUSTRALIA_POST,Approved,AustraliaPost,RMSG7100397,6017.6,0.005,30.088,0,6047.693,AUD,Yes,731,Good,NoChange,8/01/2022,3:52 AM
24-5195058,Land,Research and Development,IL,0414-1581-2997-7159,863,2024-06,SSL,AX,BPAY,Declined,BPay,ZNVZ9211450,4836.2,0.02,96.724,0,4932.944,AUD,No,514,Poor,NoChange,7/08/2020,7:22 AM
33-6403496,Clem,Services,CA,2041-9229-1643-7359,746,2024-08,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,SQWW5590886,6046.8,0.005,30.234,0,6077.039,AUD,Yes,346,Poor,Decreased,30/01/2021,6:19 AM
66-5589512,Harmonia,Human Resources,MI,1060-7066-8361-2952,695,2024-04,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,EZRI1716725,2938.7,0.005,14.6935,0,2953.3985,AUD,No,333,Poor,Increased,9/10/2021,2:37 PM
48-5499450,Wilden,Engineering,AL,5650-2106-7729-5316,159,2024-10,REC,EFT,BRANCH_PAYMENT,Declined,BranchPayment,FUPN8990459,6054.4,0.005,30.272,0,6084.677,AUD,No,393,Poor,Decreased,23/12/2021,6:57 PM
49-6177352,Dorri,Human Resources,IA,0612-7574-8055-1615,69,2024-05,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ATWB5558310,4338,0.005,21.69,0,4359.695,AUD,No,511,Poor,Decreased,24/06/2020,12:28 PM
12-7102262,Norene,Product Management,IL,6620-8040-3867-7572,442,2024-09,REC,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,AECD9885687,7666.3,0.01,76.663,0,7742.973,AUD,Yes,658,Fair,Increased,17/02/2022,8:20 AM
95-1944334,Anallise,Training,TX,7467-6750-6121-3231,241,2024-10,REC,EFT,BRANCH_PAYMENT,Declined,BranchPayment,OBXZ9100688,6570.1,0.005,32.8505,0,6602.9555,AUD,Yes,469,Poor,Decreased,16/12/2021,1:15 AM
74-2277004,Halli,Accounting,PA,1632-7275-9019-5593,510,2024-06,MTO,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,UEYD9304758,5022.3,0.01,50.223,0,5072.533,AUD,No,412,Poor,Decreased,24/03/2021,2:09 PM
68-4486739,Brittney,Training,FL,9678-3874-9811-5505,793,2024-05,MTO,EFT,BPAY,Declined,BPay,JHMU3487293,8764.4,0.005,43.822,0,8808.227,AUD,No,500,Poor,Decreased,18/02/2021,12:07 AM
75-1721981,Rudolph,Research and Development,CA,9240-2585-4597-9489,774,2024-02,SSL,MC,BRANCH_PAYMENT,Pending,BranchPayment,NMUE0434654,7671.7,0.01,76.717,0,7748.427,AUD,Yes,618,Fair,NoChange,28/08/2020,5:24 PM
64-9315240,Addie,Training,NY,1745-0442-0441-5796,718,2024-09,REC,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,ICCR0761475,8528.7,0.01,85.287,0,8613.997,AUD,Yes,382,Poor,Decreased,12/04/2021,10:38 AM
27-8713878,Aurore,Services,MI,9313-7754-1625-9065,368,2024-02,SSL,AX,BRANCH_PAYMENT,Declined,BranchPayment,KPIR0243041,8087.2,0.02,161.744,0,8248.964,AUD,No,427,Poor,NoChange,26/06/2020,5:43 PM
85-4039230,Traci,Product Management,AL,1936-0513-8523-2455,815,2024-09,MTO,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,SHSU6895767,249,0.02,4.98,0,254,AUD,Yes,598,Fair,Decreased,28/11/2020,3:46 AM
52-5030867,Sibbie,Services,NY,6757-8647-4149-1343,936,2024-08,REC,AX,AUSTRALIA_POST,Approved,AustraliaPost,NXVC1304872,8087.1,0.02,161.742,0,8248.862,AUD,No,678,Good,Decreased,16/09/2020,10:34 AM
03-4442901,Lilli,Business Development,IN,2318-1741-9128-0644,523,2024-06,SSL,MC,BPAY,Pending,BPay,ATXE2974178,8774.7,0.01,87.747,0,8862.457,AUD,No,498,Poor,Decreased,9/09/2020,10:09 AM
06-2825197,Locke,Product Management,NE,9794-6310-3866-5529,982,2024-05,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,JVBZ6106055,6812.9,0.01,68.129,0,6881.039,AUD,No,702,Good,Decreased,9/03/2022,1:50 AM
60-4569523,Chrystel,Research and Development,WA,4352-7889-6189-3354,964,2024-10,SSL,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,WFHK9882309,6944.8,0.01,69.448,0,7014.258,AUD,Yes,581,Fair,NoChange,23/04/2021,3:10 AM
03-2579214,Nola,Services,CA,7584-8582-0295-4975,28,2024-01,SSL,EFT,BPAY,Approved,BPay,DSUD8359479,4924,0.005,24.62,0,4948.625,AUD,Yes,533,Poor,Decreased,20/03/2022,9:39 PM
83-1482795,Giacopo,Legal,FL,7762-1832-9226-4107,215,2024-10,MTO,VI,AUSTRALIA_POST,Pending,AustraliaPost,OGSE7926483,683.4,0.01,6.834,0,690.244,AUD,Yes,512,Poor,NoChange,3/05/2022,8:28 AM
73-8436842,Seumas,Sales,CA,4251-6007-4890-1678,505,2024-02,REC,VI,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,OZNN1881959,6794.4,0.01,67.944,0,6862.354,AUD,Yes,332,Poor,Decreased,5/02/2021,4:47 AM
36-4554437,Damita,Business Development,WA,5601-3435-7149-1402,593,2024-06,REC,MC,AUSTRALIA_POST,Pending,AustraliaPost,SSZM1410377,6604,0.01,66.04,0,6670.05,AUD,No,560,Poor,Decreased,10/12/2020,10:25 AM
59-1987077,Catherin,Marketing,CA,7029-4490-1867-2519,427,2024-11,SSL,EFT,BRANCH_PAYMENT,Approved,BranchPayment,PDEC5529837,8490.9,0.005,42.4545,0,8533.3595,AUD,No,609,Fair,Increased,21/06/2021,8:40 PM
57-3128336,Maje,Legal,IL,1241-7983-3571-0601,657,2024-03,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,HAYY1353581,7196.2,0.02,143.924,0,7340.144,AUD,Yes,719,Good,Decreased,10/07/2021,11:50 AM
90-5917913,Pebrook,Accounting,DC,4634-1662-7108-9056,638,2024-01,REC,EFT,BRANCH_PAYMENT,Declined,BranchPayment,MGSO4522342,457.3,0.005,2.2865,0,459.5915,AUD,No,381,Poor,Increased,11/12/2021,4:29 PM
79-5424511,Myer,Training,OR,8475-2572-7283-9752,899,2024-07,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,XBSS1570784,2989.6,0.005,14.948,0,3004.553,AUD,Yes,561,Poor,Increased,18/12/2021,1:56 PM
50-8752842,Devinne,Engineering,MD,1978-5136-1946-5715,845,2024-03,SSL,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,GXGZ3549575,2388.6,0.02,47.772,0,2436.392,AUD,Yes,479,Poor,Increased,6/06/2020,10:07 AM
45-4786966,Mirelle,Engineering,KY,7766-2330-1878-6970,746,2024-04,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,LVYD8101730,5419.9,0.02,108.398,0,5528.318,AUD,Yes,550,Poor,Decreased,19/03/2022,3:56 AM
